path,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,yaw,pitch,roll
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/0.png,400,462,995,1141,-45.37018874383567,-2.3742994432787206,51.46292405159362
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/1.png,643,403,1173,1146,78.64755207881514,-24.991430175813193,-2.234497568324191
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/2.png,583,588,918,1198,-13.851098870543678,-6.791843619797927,-21.992484302586796
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/3.png,724,501,1013,1179,33.9928806168463,-13.731206744017015,-15.799361235037972
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/4.png,402,542,1158,963,61.10322024823694,78.52539248740024,17.274529725119955
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/5.png,648,532,1071,1192,21.59638116714504,13.223600881956573,-11.069868130742314
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/6.png,659,401,1027,1078,18.08625535008069,-13.29284422086876,26.01848565829709
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/7.png,401,474,1045,1190,-57.361969600210664,17.360893691270018,39.53792411165361
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/8.png,586,401,1039,1121,19.625799407696118,-25.747895971607484,15.50865679037808
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/9.png,660,401,1168,1105,75.93110303622215,42.19898452583542,21.310366909365868
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/10.png,570,465,982,1193,-6.504230370402491,-17.55611357255957,-1.7298126605486077
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/11.png,721,486,965,1181,16.03332853352675,-11.882546650505379,-11.191895749455213
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/12.png,489,659,1169,946,1.6813825222875152,81.55711842627733,-8.059241054544836
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/13.png,498,718,1199,1122,85.04185315874143,-49.023861156668616,35.257097122815175
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/14.png,501,399,1113,1156,-17.199638432563003,-32.44861125844482,13.745232678999615
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/15.png,636,423,928,1163,-7.592041297516396,0.30452674785838074,10.424815667331998
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/16.png,696,536,994,1187,13.190871051507342,4.037136110084323,-11.069868130742314
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/17.png,706,481,958,1193,12.34603773015821,1.3746038391229154,-3.812049616084873
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/18.png,553,526,1170,1163,-21.474443025736587,54.133331083153095,-7.836355367349011
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/19.png,554,554,836,1173,-23.11386249021896,22.57590105905193,-38.59405614804634
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/20.png,697,462,1185,1118,68.1848822943578,5.127219849436662,-11.191895749455213
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/21.png,515,687,1197,1124,48.339919911035814,-42.72208776303335,40.03302063732382
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/22.png,400,486,1106,1076,-19.553988438217882,54.02675134279762,21.310366909365868
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/23.png,582,406,949,1124,-60.00291812343909,-4.989385123568673,30.641475069382302
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/24.png,679,402,1011,1077,59.39260265278768,4.7760809743870425,28.582713985951795
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/25.png,559,404,950,1099,-31.35509763998596,16.8861944363359,13.672527331129105
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/26.png,414,501,918,1167,-60.121885108627005,19.40408833178625,-35.37824290357744
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/27.png,572,530,1099,1179,13.065208454609463,29.683210357034458,-10.231463892769273
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/28.png,567,402,918,1075,-20.68331004544234,11.271513058819174,24.104749138565367
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/29.png,558,448,1034,1178,-7.943773225695818,-19.952358828248865,7.470813921855961
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/30.png,633,573,979,1200,55.16662029322139,-47.46049095799211,-10.231463892769273
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/31.png,461,400,1109,1128,-11.086742632195154,41.43244573316996,12.62613478528262
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/32.png,468,719,1199,996,-16.638042292289793,86.63206244737259,-6.157221809515368
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/33.png,710,400,1105,1116,64.9819300904908,15.8146447487478,14.067883102719952
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/34.png,467,654,1176,1023,-15.774212397102355,78.02308211048054,5.841001994352187
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/35.png,547,401,1115,1143,-7.167214931204297,-30.841006317525665,13.745232678999615
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/36.png,695,473,955,1178,11.275994238145712,-10.465069384846473,-2.5907030078979774
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/37.png,433,569,1089,1013,-48.81863882839477,-49.023861156668616,-0.2684865764318838
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/38.png,639,481,1178,1061,73.92497292573331,23.333132284939555,-10.066605196529746
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/39.png,517,453,1030,1166,-6.707506833852147,-1.855952209881214,40.03302063732382
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/40.png,706,403,1061,1123,57.0127582787004,0.5631565649212831,9.717749383654155
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/41.png,596,533,1036,1185,26.46019898554471,19.40408833178625,-11.069868130742314
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/42.png,434,537,1121,1155,-38.22805461464455,38.89827596481112,27.76563576541332
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/43.png,579,510,996,1195,-17.5636185532466,35.759992424427075,-13.078243838136153
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/44.png,689,431,1166,1147,62.80012680667558,-2.276905176424527,-12.491701300030586
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/45.png,497,540,1011,1192,-14.891498374822234,-25.277777911345854,-13.078243838136153
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/46.png,513,552,1199,949,59.224669522622,16.94367239014969,-42.17878235801392
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/47.png,519,461,1134,1171,-8.386572187401772,41.626983489943434,-0.2684865764318838
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/48.png,487,568,1178,1070,-13.95295259336019,66.01815445197073,-0.7710868243342981
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/49.png,523,513,1017,1189,-15.136734318694028,-24.759722492680854,-4.6575768295853885
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/50.png,594,440,981,1165,-10.967974181913561,-13.017915818153055,8.777407523143932
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/51.png,694,403,1025,1075,49.60285139590155,-0.28668579228018487,26.536259955380345
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/52.png,545,428,965,1160,-46.92841606602533,38.89827596481112,-7.836355367349011
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/53.png,452,582,1170,955,-44.56788869214693,-53.89225784566947,-4.6575768295853885
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/54.png,400,638,1073,1110,-59.5827633248871,18.450501639231298,60.08799309802868
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/55.png,537,486,841,1168,-22.99324516158456,0.5631565649212831,-9.011862229629568
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/56.png,611,424,1156,1191,64.31989784563976,-7.600226754009051,26.965729368238662
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/57.png,607,400,901,1111,-9.062275780921718,3.847579230747012,14.971482228593937
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/58.png,594,403,1173,1132,9.721324011355478,-25.277777911345854,35.942107916559905
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/59.png,401,568,1140,897,28.66424413823774,87.33188010788331,9.45771085113721
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/60.png,670,407,1128,1193,61.61092001362232,-10.308956816947557,-7.4415264599282445
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/61.png,400,526,1086,966,-54.88063274999383,-16.87823933132404,-37.7511677407023
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/62.png,415,507,908,1093,-36.95116268045214,-29.74671643269296,60.08799309802868
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/63.png,605,491,1027,1183,15.730471517175163,17.360893691270018,-0.7710868243342981
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/64.png,531,572,1200,961,57.245552373042415,22.959287296131414,-37.7511677407023
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/65.png,572,579,883,1196,-16.458220127729707,-2.276905176424527,-23.54362739722876
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/66.png,516,518,1182,892,37.18671027657169,78.02308211048054,-24.9898938676451
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/67.png,632,499,1008,1197,-61.375223817943976,20.454585942502888,7.6405525883346455
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/68.png,654,401,1057,1137,23.847927965737668,19.40408833178625,17.274529725119955
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/69.png,400,705,929,1026,-8.83647039915206,-24.267736621214333,74.39740662078702
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/70.png,562,402,909,1189,-54.65889183504839,3.847579230747012,11.020942410321512
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/71.png,664,405,1020,1140,56.18088802572096,-19.870804997857125,9.210610043570327
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/72.png,544,543,979,1192,-13.772789595300567,-19.870804997857125,-13.510385050484848
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/73.png,594,472,888,1176,-29.45818284500064,-7.082294281351659,-4.059736307854906
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/74.png,635,563,1113,1195,22.753730927869725,9.21352101935186,-31.345425237102152
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/75.png,473,403,922,1112,-62.069189921738186,-24.326111801789665,15.489381084974138
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/76.png,586,622,1196,1125,-13.87121424632256,67.91097400471904,-25.424006659211212
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/77.png,585,401,994,1140,-13.990051015429609,19.657723292051113,11.020942410321512
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/78.png,408,688,1090,1182,-61.49753169902494,39.74719944260507,34.25918551195123
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/79.png,638,442,1179,1104,60.22024725839795,18.887696949475405,-9.011862229629568
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/80.png,632,565,1083,1193,15.714968757606325,15.8146447487478,-24.9898938676451
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/81.png,646,522,1189,1108,56.143723657608575,19.40408833178625,-13.510385050484848
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/82.png,479,436,1115,1178,16.814229205952035,33.158205584902944,9.45771085113721
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/83.png,660,430,1039,1152,39.618422440648274,-25.747895971607484,-6.124905367295327
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/84.png,558,561,866,1189,-12.706421354586801,11.271513058819174,-37.982390647227064
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/85.png,501,612,1178,907,18.73191776016532,67.91097400471904,-10.231463892769273
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/86.png,682,537,975,1193,8.895291773658736,3.847579230747012,-15.341071334100688
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/87.png,425,562,1106,997,-24.563878086009005,-51.80467927061987,-8.421208204908247
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/88.png,656,418,1198,1184,73.99181043402434,-6.657965487490734,24.42576242675709
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/89.png,418,614,1173,1041,-18.289724227067794,72.45584527371123,9.717749383654155
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/90.png,456,406,917,1186,-48.40286955209367,-11.905830535698806,-1.0527316807586091
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/91.png,639,537,1027,1199,59.56696301356794,-13.29104766232805,13.223962049552073
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/92.png,687,427,1008,1158,30.757459055753927,-13.017915818153055,-2.234497568324191
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/93.png,697,402,1004,1152,24.767072935202336,-15.842543944637484,6.966401509820817
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/94.png,416,490,1026,982,-60.19597787603398,-47.46049095799211,5.841001994352187
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/95.png,627,401,898,1149,-10.006820339200889,-1.8780803370238646,7.59714106594509
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/96.png,625,540,1192,965,63.64495467826734,13.19174519288502,-35.37824290357744
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/97.png,404,683,1159,1164,-62.435641244033135,87.33188010788331,-9.447306527160455
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/98.png,401,627,1103,901,50.35414606647973,87.33188010788331,10.421598953152742
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/99.png,618,494,879,1191,-15.245991817480343,-0.34148274422986624,-9.671404500101124
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/100.png,645,528,948,1186,7.558655482882946,-17.029418157887765,-11.069868130742314
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/101.png,448,619,1066,1144,-58.83935600812227,17.74867321265145,60.08799309802868
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/102.png,501,661,1193,996,-6.86095213391763,79.95055769691062,-7.836355367349011
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/103.png,560,447,961,868,18.59574150741181,79.95055769691062,-52.73291412440563
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/104.png,508,634,1183,1199,74.89297623672645,-24.326111801789665,35.942107916559905
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/105.png,521,687,1123,1158,82.04754299038684,-0.34148274422986624,73.91822666186268
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/106.png,688,570,943,1161,4.030477458672445,-1.8780803370238646,-39.142004957444875
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/107.png,407,432,1014,958,-87.80299392887093,-29.560406168096527,-17.842355871272865
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/108.png,471,400,930,1145,-36.1980035243089,-30.78964650040231,17.274529725119955
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/109.png,502,582,1167,1084,8.045493771750092,55.164603722644856,-9.011862229629568
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/110.png,597,571,1195,990,53.03824740529489,22.721884371467134,-27.147124424292098
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/111.png,619,401,998,1159,-8.179003620243233,-6.791843619797927,14.969962193840686
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/112.png,645,446,1192,1090,72.97801625563574,37.279434403672674,10.424815667331998
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/113.png,491,536,1125,1167,31.218757997066074,33.55038513269433,-10.231463892769273
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/114.png,598,408,937,1086,-25.63216784558768,-29.560406168096527,30.641475069382302
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/115.png,639,499,922,1173,-6.673583233066831,-5.379935239962459,-4.6575768295853885
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/116.png,696,404,1151,1163,67.54509864042255,-11.905830535698806,-11.191895749455213
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/117.png,423,519,992,1064,-64.74104728030682,-49.023861156668616,15.489381084974138
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/118.png,439,426,934,1152,-30.192544665837726,4.7760809743870425,35.257097122815175
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/119.png,570,531,958,1170,-8.261866568800317,-15.927265224931695,-10.231463892769273
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/120.png,606,519,1198,999,64.54600920994562,17.74867321265145,-25.424006659211212
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/121.png,601,529,999,1184,-51.31125637090278,29.683210357034458,14.969962193840686
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/122.png,568,655,1198,1037,-10.458566613487877,78.52539248740024,-15.799361235037972
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/123.png,606,674,1187,1056,-14.774404559837759,81.55711842627733,-32.85463668377226
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/124.png,457,521,1042,1195,7.372724803427836,-42.72208776303335,-10.686619427914565
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/125.png,473,403,913,1128,-58.15084322318046,-17.55611357255957,14.971482228593937
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/126.png,400,501,1008,960,-69.65861156535803,-10.031702320257414,-36.00897254797334
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/127.png,500,892,984,1199,-14.669934993045578,9.486189592273183,89.33640745132595
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/128.png,598,401,893,1096,-36.53732348206012,-10.308956816947557,14.969962193840686
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/129.png,461,525,1123,1096,-33.16971902359336,-37.54992756377745,-11.069868130742314
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/130.png,710,402,1072,1095,65.15003507232991,28.009825056788404,35.22868797876212
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/131.png,486,534,1198,1012,-9.6922128758244,-64.9909343357246,20.928906600143232
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/132.png,528,400,1020,1174,-18.19342729527507,-21.263239793042906,14.971482228593937
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/133.png,741,491,975,1187,19.436719299235293,-12.517547223287423,-9.011862229629568
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/134.png,651,402,1063,1133,12.508178606974418,-7.600226754009051,33.57014184200476
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/135.png,512,403,924,1156,-88.15872243649888,-4.989385123568673,15.50865679037808
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/136.png,478,454,993,1149,-10.85077310725949,20.454585942502888,35.22868797876212
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/137.png,671,483,1189,1112,63.689546276655925,15.645405105137005,-11.180938065383089
/content/gdrive/My Drive/Horses/pose_estimation/../dataset/pose/aug_data_alpha_0.5_final_1/138.png,482,618,1002,1187,-49.47068179011965,18.984594856394494,34.89766507952148
